"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"2004"	"2004"	"Maryland"	"24"	"Cocaine"	"T40.5"	168	5546935	3.0
	"2004"	"2004"	"Maryland"	"24"	"Other and unspecified narcotics"	"T40.6"	281	5546935	5.1
	"2004"	"2004"	"Massachusetts"	"25"	"Heroin"	"T40.1"	14	6412281	Unreliable
	"2004"	"2004"	"Massachusetts"	"25"	"Other opioids"	"T40.2"	72	6412281	1.1
	"2004"	"2004"	"Massachusetts"	"25"	"Methadone"	"T40.3"	58	6412281	0.9
	"2004"	"2004"	"Massachusetts"	"25"	"Other synthetic narcotics"	"T40.4"	34	6412281	0.5
	"2004"	"2004"	"Massachusetts"	"25"	"Cocaine"	"T40.5"	214	6412281	3.3
	"2004"	"2004"	"Massachusetts"	"25"	"Other and unspecified narcotics"	"T40.6"	308	6412281	4.8
	"2004"	"2004"	"Michigan"	"26"	"Heroin"	"T40.1"	110	10055315	1.1
	"2004"	"2004"	"Michigan"	"26"	"Other opioids"	"T40.2"	112	10055315	1.1
	"2004"	"2004"	"Michigan"	"26"	"Methadone"	"T40.3"	103	10055315	1.0
	"2004"	"2004"	"Michigan"	"26"	"Other synthetic narcotics"	"T40.4"	53	10055315	0.5
	"2004"	"2004"	"Michigan"	"26"	"Cocaine"	"T40.5"	182	10055315	1.8
	"2004"	"2004"	"Michigan"	"26"	"Other and unspecified narcotics"	"T40.6"	38	10055315	0.4
	"2004"	"2004"	"Minnesota"	"27"	"Other opioids"	"T40.2"	70	5087713	1.4
	"2004"	"2004"	"Minnesota"	"27"	"Methadone"	"T40.3"	38	5087713	0.7
	"2004"	"2004"	"Minnesota"	"27"	"Other synthetic narcotics"	"T40.4"	18	5087713	Unreliable
	"2004"	"2004"	"Minnesota"	"27"	"Cocaine"	"T40.5"	37	5087713	0.7
	"2004"	"2004"	"Minnesota"	"27"	"Other and unspecified narcotics"	"T40.6"	40	5087713	0.8
	"2004"	"2004"	"Mississippi"	"28"	"Other opioids"	"T40.2"	18	2889010	Unreliable
	"2004"	"2004"	"Mississippi"	"28"	"Cocaine"	"T40.5"	30	2889010	1.0
	"2004"	"2004"	"Missouri"	"29"	"Heroin"	"T40.1"	58	5747741	1.0
	"2004"	"2004"	"Missouri"	"29"	"Other opioids"	"T40.2"	138	5747741	2.4
	"2004"	"2004"	"Missouri"	"29"	"Methadone"	"T40.3"	41	5747741	0.7
	"2004"	"2004"	"Missouri"	"29"	"Other synthetic narcotics"	"T40.4"	47	5747741	0.8
	"2004"	"2004"	"Missouri"	"29"	"Cocaine"	"T40.5"	98	5747741	1.7
	"2004"	"2004"	"Missouri"	"29"	"Other and unspecified narcotics"	"T40.6"	28	5747741	0.5
	"2004"	"2004"	"Montana"	"30"	"Other opioids"	"T40.2"	14	930009	Unreliable
	"2004"	"2004"	"Montana"	"30"	"Methadone"	"T40.3"	22	930009	2.4
	"2004"	"2004"	"Nebraska"	"31"	"Other opioids"	"T40.2"	20	1749370	1.1
	"2004"	"2004"	"Nevada"	"32"	"Heroin"	"T40.1"	30	2346222	1.3
	"2004"	"2004"	"Nevada"	"32"	"Other opioids"	"T40.2"	108	2346222	4.6
	"2004"	"2004"	"Nevada"	"32"	"Methadone"	"T40.3"	98	2346222	4.2
	"2004"	"2004"	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	24	2346222	1.0
	"2004"	"2004"	"Nevada"	"32"	"Cocaine"	"T40.5"	98	2346222	4.2
	"2004"	"2004"	"Nevada"	"32"	"Other and unspecified narcotics"	"T40.6"	96	2346222	4.1
	"2004"	"2004"	"New Hampshire"	"33"	"Other opioids"	"T40.2"	29	1290121	2.2
	"2004"	"2004"	"New Hampshire"	"33"	"Methadone"	"T40.3"	30	1290121	2.3
	"2004"	"2004"	"New Hampshire"	"33"	"Cocaine"	"T40.5"	37	1290121	2.9
	"2004"	"2004"	"New Hampshire"	"33"	"Other and unspecified narcotics"	"T40.6"	25	1290121	1.9
	"2004"	"2004"	"New Jersey"	"34"	"Heroin"	"T40.1"	123	8634561	1.4
	"2004"	"2004"	"New Jersey"	"34"	"Other opioids"	"T40.2"	91	8634561	1.1
	"2004"	"2004"	"New Jersey"	"34"	"Methadone"	"T40.3"	51	8634561	0.6
	"2004"	"2004"	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	23	8634561	0.3
	"2004"	"2004"	"New Jersey"	"34"	"Cocaine"	"T40.5"	200	8634561	2.3
	"2004"	"2004"	"New Jersey"	"34"	"Other and unspecified narcotics"	"T40.6"	74	8634561	0.9
	"2004"	"2004"	"New Mexico"	"35"	"Heroin"	"T40.1"	34	1903808	1.8
	"2004"	"2004"	"New Mexico"	"35"	"Other opioids"	"T40.2"	102	1903808	5.4
	"2004"	"2004"	"New Mexico"	"35"	"Methadone"	"T40.3"	44	1903808	2.3
	"2004"	"2004"	"New Mexico"	"35"	"Other synthetic narcotics"	"T40.4"	16	1903808	Unreliable
	"2004"	"2004"	"New Mexico"	"35"	"Cocaine"	"T40.5"	99	1903808	5.2
	"2004"	"2004"	"New York"	"36"	"Heroin"	"T40.1"	34	19171567	0.2
	"2004"	"2004"	"New York"	"36"	"Other opioids"	"T40.2"	86	19171567	0.4
	"2004"	"2004"	"New York"	"36"	"Methadone"	"T40.3"	146	19171567	0.8
	"2004"	"2004"	"New York"	"36"	"Other synthetic narcotics"	"T40.4"	17	19171567	Unreliable
	"2004"	"2004"	"New York"	"36"	"Cocaine"	"T40.5"	452	19171567	2.4
	"2004"	"2004"	"New York"	"36"	"Other and unspecified narcotics"	"T40.6"	315	19171567	1.6
	"2004"	"2004"	"North Carolina"	"37"	"Heroin"	"T40.1"	51	8553152	0.6
	"2004"	"2004"	"North Carolina"	"37"	"Other opioids"	"T40.2"	168	8553152	2.0
	"2004"	"2004"	"North Carolina"	"37"	"Methadone"	"T40.3"	272	8553152	3.2
	"2004"	"2004"	"North Carolina"	"37"	"Other synthetic narcotics"	"T40.4"	111	8553152	1.3
	"2004"	"2004"	"North Carolina"	"37"	"Cocaine"	"T40.5"	214	8553152	2.5
	"2004"	"2004"	"North Carolina"	"37"	"Other and unspecified narcotics"	"T40.6"	20	8553152	0.2
	"2004"	"2004"	"Ohio"	"39"	"Heroin"	"T40.1"	137	11452251	1.2
	"2004"	"2004"	"Ohio"	"39"	"Other opioids"	"T40.2"	202	11452251	1.8
	"2004"	"2004"	"Ohio"	"39"	"Methadone"	"T40.3"	149	11452251	1.3
	"2004"	"2004"	"Ohio"	"39"	"Other synthetic narcotics"	"T40.4"	82	11452251	0.7
	"2004"	"2004"	"Ohio"	"39"	"Cocaine"	"T40.5"	306	11452251	2.7
	"2004"	"2004"	"Ohio"	"39"	"Other and unspecified narcotics"	"T40.6"	32	11452251	0.3
	"2004"	"2004"	"Ohio"	"39"	"Cannabis (derivatives)"	"T40.7"	13	11452251	Unreliable
	"2004"	"2004"	"Oklahoma"	"40"	"Other opioids"	"T40.2"	159	3525233	4.5
	"2004"	"2004"	"Oklahoma"	"40"	"Methadone"	"T40.3"	133	3525233	3.8
	"2004"	"2004"	"Oklahoma"	"40"	"Other synthetic narcotics"	"T40.4"	50	3525233	1.4
	"2004"	"2004"	"Oklahoma"	"40"	"Cocaine"	"T40.5"	64	3525233	1.8
	"2004"	"2004"	"Oregon"	"41"	"Heroin"	"T40.1"	92	3569463	2.6
	"2004"	"2004"	"Oregon"	"41"	"Other opioids"	"T40.2"	67	3569463	1.9
	"2004"	"2004"	"Oregon"	"41"	"Methadone"	"T40.3"	100	3569463	2.8
	"2004"	"2004"	"Oregon"	"41"	"Other synthetic narcotics"	"T40.4"	13	3569463	Unreliable
	"2004"	"2004"	"Oregon"	"41"	"Cocaine"	"T40.5"	49	3569463	1.4
	"2004"	"2004"	"Oregon"	"41"	"Other and unspecified narcotics"	"T40.6"	23	3569463	0.6
	"2004"	"2004"	"Pennsylvania"	"42"	"Heroin"	"T40.1"	131	12410722	1.1
	"2004"	"2004"	"Pennsylvania"	"42"	"Other opioids"	"T40.2"	157	12410722	1.3
	"2004"	"2004"	"Pennsylvania"	"42"	"Methadone"	"T40.3"	97	12410722	0.8
	"2004"	"2004"	"Pennsylvania"	"42"	"Other synthetic narcotics"	"T40.4"	86	12410722	0.7
	"2004"	"2004"	"Pennsylvania"	"42"	"Cocaine"	"T40.5"	208	12410722	1.7
	"2004"	"2004"	"Pennsylvania"	"42"	"Other and unspecified narcotics"	"T40.6"	66	12410722	0.5
	"2004"	"2004"	"Rhode Island"	"44"	"Other opioids"	"T40.2"	23	1074579	2.1
	"2004"	"2004"	"Rhode Island"	"44"	"Methadone"	"T40.3"	14	1074579	Unreliable
	"2004"	"2004"	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	10	1074579	Unreliable
	"2004"	"2004"	"Rhode Island"	"44"	"Cocaine"	"T40.5"	31	1074579	2.9
	"2004"	"2004"	"Rhode Island"	"44"	"Other and unspecified narcotics"	"T40.6"	42	1074579	3.9
	"2004"	"2004"	"South Carolina"	"45"	"Other opioids"	"T40.2"	61	4210921	1.4
	"2004"	"2004"	"South Carolina"	"45"	"Methadone"	"T40.3"	42	4210921	1.0
	"2004"	"2004"	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	34	4210921	0.8
	"2004"	"2004"	"South Carolina"	"45"	"Cocaine"	"T40.5"	67	4210921	1.6
	"2004"	"2004"	"South Dakota"	"46"	"Other opioids"	"T40.2"	10	770396	Unreliable
	"2004"	"2004"	"Tennessee"	"47"	"Other opioids"	"T40.2"	195	5910809	3.3
	"2004"	"2004"	"Tennessee"	"47"	"Methadone"	"T40.3"	116	5910809	2.0
	"2004"	"2004"	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	77	5910809	1.3
	"2004"	"2004"	"Tennessee"	"47"	"Cocaine"	"T40.5"	168	5910809	2.8
	"2004"	"2004"	"Tennessee"	"47"	"Other and unspecified narcotics"	"T40.6"	78	5910809	1.3
	"2004"	"2004"	"Texas"	"48"	"Heroin"	"T40.1"	204	22394023	0.9
	"2004"	"2004"	"Texas"	"48"	"Other opioids"	"T40.2"	371	22394023	1.7
	"2004"	"2004"	"Texas"	"48"	"Methadone"	"T40.3"	165	22394023	0.7
	"2004"	"2004"	"Texas"	"48"	"Other synthetic narcotics"	"T40.4"	95	22394023	0.4
	"2004"	"2004"	"Texas"	"48"	"Cocaine"	"T40.5"	581	22394023	2.6
	"2004"	"2004"	"Texas"	"48"	"Other and unspecified narcotics"	"T40.6"	62	22394023	0.3
	"2004"	"2004"	"Utah"	"49"	"Heroin"	"T40.1"	23	2401580	1.0
	"2004"	"2004"	"Utah"	"49"	"Other opioids"	"T40.2"	156	2401580	6.5
	"2004"	"2004"	"Utah"	"49"	"Methadone"	"T40.3"	105	2401580	4.4
	"2004"	"2004"	"Utah"	"49"	"Other synthetic narcotics"	"T40.4"	13	2401580	Unreliable
	"2004"	"2004"	"Utah"	"49"	"Cocaine"	"T40.5"	70	2401580	2.9
	"2004"	"2004"	"Utah"	"49"	"Other and unspecified narcotics"	"T40.6"	50	2401580	2.1
	"2004"	"2004"	"Vermont"	"50"	"Other opioids"	"T40.2"	27	619920	4.4
	"2004"	"2004"	"Vermont"	"50"	"Other synthetic narcotics"	"T40.4"	11	619920	Unreliable
	"2004"	"2004"	"Vermont"	"50"	"Cocaine"	"T40.5"	12	619920	Unreliable
	"2004"	"2004"	"Virginia"	"51"	"Heroin"	"T40.1"	70	7475575	0.9
	"2004"	"2004"	"Virginia"	"51"	"Other opioids"	"T40.2"	182	7475575	2.4
	"2004"	"2004"	"Virginia"	"51"	"Methadone"	"T40.3"	117	7475575	1.6
	"2004"	"2004"	"Virginia"	"51"	"Other synthetic narcotics"	"T40.4"	63	7475575	0.8
	"2004"	"2004"	"Virginia"	"51"	"Cocaine"	"T40.5"	146	7475575	2.0
	"2004"	"2004"	"Virginia"	"51"	"Other and unspecified narcotics"	"T40.6"	48	7475575	0.6
	"2004"	"2004"	"Washington"	"53"	"Heroin"	"T40.1"	62	6178645	1.0
	"2004"	"2004"	"Washington"	"53"	"Other opioids"	"T40.2"	222	6178645	3.6
	"2004"	"2004"	"Washington"	"53"	"Methadone"	"T40.3"	259	6178645	4.2
	"2004"	"2004"	"Washington"	"53"	"Other synthetic narcotics"	"T40.4"	43	6178645	0.7
	"2004"	"2004"	"Washington"	"53"	"Cocaine"	"T40.5"	180	6178645	2.9
	"2004"	"2004"	"Washington"	"53"	"Other and unspecified narcotics"	"T40.6"	119	6178645	1.9
	"2004"	"2004"	"West Virginia"	"54"	"Heroin"	"T40.1"	10	1816438	Unreliable
	"2004"	"2004"	"West Virginia"	"54"	"Other opioids"	"T40.2"	127	1816438	7.0
	"2004"	"2004"	"West Virginia"	"54"	"Methadone"	"T40.3"	111	1816438	6.1
	"2004"	"2004"	"West Virginia"	"54"	"Other synthetic narcotics"	"T40.4"	70	1816438	3.9
	"2004"	"2004"	"West Virginia"	"54"	"Cocaine"	"T40.5"	60	1816438	3.3
	"2004"	"2004"	"West Virginia"	"54"	"Other and unspecified narcotics"	"T40.6"	21	1816438	1.2
	"2004"	"2004"	"Wisconsin"	"55"	"Heroin"	"T40.1"	22	5514026	0.4
	"2004"	"2004"	"Wisconsin"	"55"	"Other opioids"	"T40.2"	108	5514026	2.0
	"2004"	"2004"	"Wisconsin"	"55"	"Methadone"	"T40.3"	73	5514026	1.3
	"2004"	"2004"	"Wisconsin"	"55"	"Other synthetic narcotics"	"T40.4"	43	5514026	0.8
	"2004"	"2004"	"Wisconsin"	"55"	"Cocaine"	"T40.5"	119	5514026	2.2
	"2004"	"2004"	"Wisconsin"	"55"	"Other and unspecified narcotics"	"T40.6"	12	5514026	Unreliable
	"2005"	"2005"	"Alabama"	"01"	"Other opioids"	"T40.2"	24	4569805	0.5
	"2005"	"2005"	"Alabama"	"01"	"Methadone"	"T40.3"	49	4569805	1.1
	"2005"	"2005"	"Alabama"	"01"	"Other synthetic narcotics"	"T40.4"	12	4569805	Unreliable
	"2005"	"2005"	"Alabama"	"01"	"Cocaine"	"T40.5"	39	4569805	0.9
	"2005"	"2005"	"Alaska"	"02"	"Cocaine"	"T40.5"	11	666946	Unreliable
	"2005"	"2005"	"Arizona"	"04"	"Heroin"	"T40.1"	33	5839077	0.6
	"2005"	"2005"	"Arizona"	"04"	"Other opioids"	"T40.2"	179	5839077	3.1
	"2005"	"2005"	"Arizona"	"04"	"Methadone"	"T40.3"	91	5839077	1.6
	"2005"	"2005"	"Arizona"	"04"	"Other synthetic narcotics"	"T40.4"	35	5839077	0.6
	"2005"	"2005"	"Arizona"	"04"	"Cocaine"	"T40.5"	129	5839077	2.2
	"2005"	"2005"	"Arizona"	"04"	"Other and unspecified narcotics"	"T40.6"	85	5839077	1.5
	"2005"	"2005"	"Arkansas"	"05"	"Other opioids"	"T40.2"	64	2781097	2.3
	"2005"	"2005"	"Arkansas"	"05"	"Methadone"	"T40.3"	53	2781097	1.9
	"2005"	"2005"	"Arkansas"	"05"	"Other synthetic narcotics"	"T40.4"	27	2781097	1.0
	"2005"	"2005"	"Arkansas"	"05"	"Cocaine"	"T40.5"	40	2781097	1.4
	"2005"	"2005"	"California"	"06"	"Heroin"	"T40.1"	269	35827943	0.8
	"2005"	"2005"	"California"	"06"	"Other opioids"	"T40.2"	831	35827943	2.3
	"2005"	"2005"	"California"	"06"	"Methadone"	"T40.3"	229	35827943	0.6
	"2005"	"2005"	"California"	"06"	"Other synthetic narcotics"	"T40.4"	131	35827943	0.4
	"2005"	"2005"	"California"	"06"	"Cocaine"	"T40.5"	546	35827943	1.5
	"2005"	"2005"	"California"	"06"	"Other and unspecified narcotics"	"T40.6"	258	35827943	0.7
	"2005"	"2005"	"California"	"06"	"Cannabis (derivatives)"	"T40.7"	25	35827943	0.1
	"2005"	"2005"	"Colorado"	"08"	"Heroin"	"T40.1"	42	4631888	0.9
	"2005"	"2005"	"Colorado"	"08"	"Other opioids"	"T40.2"	112	4631888	2.4
	"2005"	"2005"	"Colorado"	"08"	"Methadone"	"T40.3"	55	4631888	1.2
	"2005"	"2005"	"Colorado"	"08"	"Other synthetic narcotics"	"T40.4"	36	4631888	0.8
	"2005"	"2005"	"Colorado"	"08"	"Cocaine"	"T40.5"	170	4631888	3.7
	"2005"	"2005"	"Colorado"	"08"	"Other and unspecified narcotics"	"T40.6"	88	4631888	1.9
	"2005"	"2005"	"Connecticut"	"09"	"Heroin"	"T40.1"	82	3506956	2.3
	"2005"	"2005"	"Connecticut"	"09"	"Other opioids"	"T40.2"	28	3506956	0.8
	"2005"	"2005"	"Connecticut"	"09"	"Methadone"	"T40.3"	38	3506956	1.1
	"2005"	"2005"	"Connecticut"	"09"	"Other synthetic narcotics"	"T40.4"	11	3506956	Unreliable
	"2005"	"2005"	"Connecticut"	"09"	"Cocaine"	"T40.5"	85	3506956	2.4
	"2005"	"2005"	"Connecticut"	"09"	"Other and unspecified narcotics"	"T40.6"	29	3506956	0.8
	"2005"	"2005"	"Delaware"	"10"	"Other opioids"	"T40.2"	12	845150	Unreliable
	"2005"	"2005"	"Delaware"	"10"	"Methadone"	"T40.3"	10	845150	Unreliable
	"2005"	"2005"	"Delaware"	"10"	"Cocaine"	"T40.5"	12	845150	Unreliable
	"2005"	"2005"	"District of Columbia"	"11"	"Methadone"	"T40.3"	10	567136	Unreliable
	"2005"	"2005"	"District of Columbia"	"11"	"Cocaine"	"T40.5"	40	567136	7.1
	"2005"	"2005"	"District of Columbia"	"11"	"Other and unspecified narcotics"	"T40.6"	25	567136	4.4
	"2005"	"2005"	"Florida"	"12"	"Heroin"	"T40.1"	110	17842038	0.6
	"2005"	"2005"	"Florida"	"12"	"Other opioids"	"T40.2"	518	17842038	2.9
	"2005"	"2005"	"Florida"	"12"	"Methadone"	"T40.3"	449	17842038	2.5
	"2005"	"2005"	"Florida"	"12"	"Other synthetic narcotics"	"T40.4"	150	17842038	0.8
	"2005"	"2005"	"Florida"	"12"	"Cocaine"	"T40.5"	662	17842038	3.7
	"2005"	"2005"	"Florida"	"12"	"Other and unspecified narcotics"	"T40.6"	62	17842038	0.3
	"2005"	"2005"	"Georgia"	"13"	"Other opioids"	"T40.2"	128	8925922	1.4
	"2005"	"2005"	"Georgia"	"13"	"Methadone"	"T40.3"	128	8925922	1.4
	"2005"	"2005"	"Georgia"	"13"	"Other synthetic narcotics"	"T40.4"	47	8925922	0.5
	"2005"	"2005"	"Georgia"	"13"	"Cocaine"	"T40.5"	171	8925922	1.9
	"2005"	"2005"	"Georgia"	"13"	"Other and unspecified narcotics"	"T40.6"	34	8925922	0.4
	"2005"	"2005"	"Hawaii"	"15"	"Other opioids"	"T40.2"	42	1292729	3.2
	"2005"	"2005"	"Hawaii"	"15"	"Methadone"	"T40.3"	19	1292729	Unreliable
	"2005"	"2005"	"Idaho"	"16"	"Other opioids"	"T40.2"	27	1428241	1.9
	"2005"	"2005"	"Idaho"	"16"	"Methadone"	"T40.3"	13	1428241	Unreliable
	"2005"	"2005"	"Illinois"	"17"	"Heroin"	"T40.1"	56	12609903	0.4
	"2005"	"2005"	"Illinois"	"17"	"Other opioids"	"T40.2"	109	12609903	0.9
	"2005"	"2005"	"Illinois"	"17"	"Methadone"	"T40.3"	86	12609903	0.7
	"2005"	"2005"	"Illinois"	"17"	"Other synthetic narcotics"	"T40.4"	62	12609903	0.5
	"2005"	"2005"	"Illinois"	"17"	"Cocaine"	"T40.5"	559	12609903	4.4
	"2005"	"2005"	"Illinois"	"17"	"Other and unspecified narcotics"	"T40.6"	384	12609903	3.0
	"2005"	"2005"	"Indiana"	"18"	"Heroin"	"T40.1"	16	6278616	Unreliable
	"2005"	"2005"	"Indiana"	"18"	"Other opioids"	"T40.2"	62	6278616	1.0
	"2005"	"2005"	"Indiana"	"18"	"Methadone"	"T40.3"	56	6278616	0.9
	"2005"	"2005"	"Indiana"	"18"	"Other synthetic narcotics"	"T40.4"	27	6278616	0.4
	"2005"	"2005"	"Indiana"	"18"	"Cocaine"	"T40.5"	60	6278616	1.0
	"2005"	"2005"	"Indiana"	"18"	"Other and unspecified narcotics"	"T40.6"	30	6278616	0.5
	"2005"	"2005"	"Iowa"	"19"	"Other opioids"	"T40.2"	38	2964454	1.3
	"2005"	"2005"	"Iowa"	"19"	"Methadone"	"T40.3"	23	2964454	0.8
	"2005"	"2005"	"Iowa"	"19"	"Cocaine"	"T40.5"	21	2964454	0.7
	"2005"	"2005"	"Kansas"	"20"	"Other opioids"	"T40.2"	55	2745299	2.0
	"2005"	"2005"	"Kansas"	"20"	"Methadone"	"T40.3"	47	2745299	1.7
	"2005"	"2005"	"Kansas"	"20"	"Other synthetic narcotics"	"T40.4"	18	2745299	Unreliable
	"2005"	"2005"	"Kansas"	"20"	"Cocaine"	"T40.5"	38	2745299	1.4
	"2005"	"2005"	"Kentucky"	"21"	"Other opioids"	"T40.2"	136	4182742	3.3
	"2005"	"2005"	"Kentucky"	"21"	"Methadone"	"T40.3"	158	4182742	3.8
	"2005"	"2005"	"Kentucky"	"21"	"Other synthetic narcotics"	"T40.4"	31	4182742	0.7
	"2005"	"2005"	"Kentucky"	"21"	"Cocaine"	"T40.5"	74	4182742	1.8
	"2005"	"2005"	"Kentucky"	"21"	"Other and unspecified narcotics"	"T40.6"	43	4182742	1.0
	"2005"	"2005"	"Louisiana"	"22"	"Other opioids"	"T40.2"	60	4576628	1.3
	"2005"	"2005"	"Louisiana"	"22"	"Methadone"	"T40.3"	106	4576628	2.3
	"2005"	"2005"	"Louisiana"	"22"	"Other synthetic narcotics"	"T40.4"	10	4576628	Unreliable
	"2005"	"2005"	"Louisiana"	"22"	"Cocaine"	"T40.5"	114	4576628	2.5
	"2005"	"2005"	"Louisiana"	"22"	"Other and unspecified narcotics"	"T40.6"	23	4576628	0.5
	"2005"	"2005"	"Maine"	"23"	"Other opioids"	"T40.2"	41	1318787	3.1
	"2005"	"2005"	"Maine"	"23"	"Methadone"	"T40.3"	64	1318787	4.9
	"2005"	"2005"	"Maine"	"23"	"Cocaine"	"T40.5"	20	1318787	1.5
	"2005"	"2005"	"Maine"	"23"	"Other and unspecified narcotics"	"T40.6"	14	1318787	Unreliable
	"2005"	"2005"	"Maryland"	"24"	"Heroin"	"T40.1"	80	5592379	1.4
	"2005"	"2005"	"Maryland"	"24"	"Other opioids"	"T40.2"	91	5592379	1.6
	"2005"	"2005"	"Maryland"	"24"	"Methadone"	"T40.3"	150	5592379	2.7
	"2005"	"2005"	"Maryland"	"24"	"Other synthetic narcotics"	"T40.4"	22	5592379	0.4
	"2005"	"2005"	"Maryland"	"24"	"Cocaine"	"T40.5"	163	5592379	2.9
	"2005"	"2005"	"Maryland"	"24"	"Other and unspecified narcotics"	"T40.6"	223	5592379	4.0
	"2005"	"2005"	"Massachusetts"	"25"	"Heroin"	"T40.1"	20	6403290	0.3
	"2005"	"2005"	"Massachusetts"	"25"	"Other opioids"	"T40.2"	97	6403290	1.5
	"2005"	"2005"	"Massachusetts"	"25"	"Methadone"	"T40.3"	93	6403290	1.5
	"2005"	"2005"	"Massachusetts"	"25"	"Other synthetic narcotics"	"T40.4"	39	6403290	0.6
	"2005"	"2005"	"Massachusetts"	"25"	"Cocaine"	"T40.5"	274	6403290	4.3
	"2005"	"2005"	"Massachusetts"	"25"	"Other and unspecified narcotics"	"T40.6"	357	6403290	5.6
	"2005"	"2005"	"Michigan"	"26"	"Heroin"	"T40.1"	178	10051137	1.8
	"2005"	"2005"	"Michigan"	"26"	"Other opioids"	"T40.2"	157	10051137	1.6
	"2005"	"2005"	"Michigan"	"26"	"Methadone"	"T40.3"	131	10051137	1.3
	"2005"	"2005"	"Michigan"	"26"	"Other synthetic narcotics"	"T40.4"	90	10051137	0.9
	"2005"	"2005"	"Michigan"	"26"	"Cocaine"	"T40.5"	242	10051137	2.4
	"2005"	"2005"	"Michigan"	"26"	"Other and unspecified narcotics"	"T40.6"	45	10051137	0.4
	"2005"	"2005"	"Minnesota"	"27"	"Other opioids"	"T40.2"	69	5119598	1.3
	"2005"	"2005"	"Minnesota"	"27"	"Methadone"	"T40.3"	37	5119598	0.7
	"2005"	"2005"	"Minnesota"	"27"	"Other synthetic narcotics"	"T40.4"	20	5119598	0.4
	"2005"	"2005"	"Minnesota"	"27"	"Cocaine"	"T40.5"	32	5119598	0.6
	"2005"	"2005"	"Minnesota"	"27"	"Other and unspecified narcotics"	"T40.6"	47	5119598	0.9
	"2005"	"2005"	"Mississippi"	"28"	"Other opioids"	"T40.2"	17	2905943	Unreliable
	"2005"	"2005"	"Mississippi"	"28"	"Methadone"	"T40.3"	23	2905943	0.8
	"2005"	"2005"	"Mississippi"	"28"	"Cocaine"	"T40.5"	28	2905943	1.0
	"2005"	"2005"	"Missouri"	"29"	"Heroin"	"T40.1"	53	5790300	0.9
	"2005"	"2005"	"Missouri"	"29"	"Other opioids"	"T40.2"	141	5790300	2.4
	"2005"	"2005"	"Missouri"	"29"	"Methadone"	"T40.3"	85	5790300	1.5
	"2005"	"2005"	"Missouri"	"29"	"Other synthetic narcotics"	"T40.4"	47	5790300	0.8
	"2005"	"2005"	"Missouri"	"29"	"Cocaine"	"T40.5"	112	5790300	1.9
	"2005"	"2005"	"Missouri"	"29"	"Other and unspecified narcotics"	"T40.6"	13	5790300	Unreliable
	"2005"	"2005"	"Montana"	"30"	"Other opioids"	"T40.2"	21	940102	2.2
	"2005"	"2005"	"Montana"	"30"	"Methadone"	"T40.3"	15	940102	Unreliable
	"2005"	"2005"	"Nebraska"	"31"	"Other opioids"	"T40.2"	25	1761497	1.4
	"2005"	"2005"	"Nebraska"	"31"	"Methadone"	"T40.3"	12	1761497	Unreliable
	"2005"	"2005"	"Nevada"	"32"	"Heroin"	"T40.1"	48	2432143	2.0
	"2005"	"2005"	"Nevada"	"32"	"Other opioids"	"T40.2"	167	2432143	6.9
	"2005"	"2005"	"Nevada"	"32"	"Methadone"	"T40.3"	103	2432143	4.2
	"2005"	"2005"	"Nevada"	"32"	"Other synthetic narcotics"	"T40.4"	32	2432143	1.3
	"2005"	"2005"	"Nevada"	"32"	"Cocaine"	"T40.5"	120	2432143	4.9
	"2005"	"2005"	"Nevada"	"32"	"Other and unspecified narcotics"	"T40.6"	60	2432143	2.5
	"2005"	"2005"	"New Hampshire"	"33"	"Other opioids"	"T40.2"	23	1298492	1.8
	"2005"	"2005"	"New Hampshire"	"33"	"Methadone"	"T40.3"	52	1298492	4.0
	"2005"	"2005"	"New Hampshire"	"33"	"Other synthetic narcotics"	"T40.4"	11	1298492	Unreliable
	"2005"	"2005"	"New Hampshire"	"33"	"Cocaine"	"T40.5"	37	1298492	2.8
	"2005"	"2005"	"New Hampshire"	"33"	"Other and unspecified narcotics"	"T40.6"	32	1298492	2.5
	"2005"	"2005"	"New Jersey"	"34"	"Heroin"	"T40.1"	174	8651974	2.0
	"2005"	"2005"	"New Jersey"	"34"	"Other opioids"	"T40.2"	133	8651974	1.5
	"2005"	"2005"	"New Jersey"	"34"	"Methadone"	"T40.3"	79	8651974	0.9
	"2005"	"2005"	"New Jersey"	"34"	"Other synthetic narcotics"	"T40.4"	25	8651974	0.3
	"2005"	"2005"	"New Jersey"	"34"	"Cocaine"	"T40.5"	335	8651974	3.9
	"2005"	"2005"	"New Jersey"	"34"	"Other and unspecified narcotics"	"T40.6"	97	8651974	1.1
	"2005"	"2005"	"New Jersey"	"34"	"Cannabis (derivatives)"	"T40.7"	17	8651974	Unreliable
	"2005"	"2005"	"New Mexico"	"35"	"Heroin"	"T40.1"	47	1932274	2.4
	"2005"	"2005"	"New Mexico"	"35"	"Other opioids"	"T40.2"	134	1932274	6.9
